name,en_name,category,origin,abv,description,image_url
화수 레드IPA,Whasoo Red IPA,Beer,한국,6.3%,시트러스하고 스파이시한 종류의 홉을 사용하여 열대과일의 아로마를 느낄 수 있으며 완벽한 밸런스로 거친 느낌보다는 안정적인 음용성을 주는 IPA,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/whasoo_red_ipa_Qvl408R.png
사이공스페셜,Saigon Special,Beer,베트남,4.9%,"부드러운 목넘김 뒤에  남는 드라이함과 시큼한 향이 매력적입니다.
<사이공 스페셜> 가장 진보된 현대 기술 체인에서 생산되어 쌀 없이 몰트 100%가 함유된 맥주입니다. 최고의 기술력과 오랜 전통기술로 발효되어 안정적인 맛을 냅니다. 가볍고 라이트 한 바디감으로 젊고 스포티한 소비자층을 위해 탄생한 사베코사의 신제품입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/bia_saigon_special.png
바바바맥주,333 Export,Beer,베트남,5.3%,"베트남어로 바바바 맥주라고 부르는 <333맥주>는 100년이라는 시간동안 큰 사랑을 받아 온 베트남을 대표하는 국민 맥주입니다.
쌀이 포함된 페일 라거로 맑고 투명한 청량감이 특징 그러나 끝맛은 홉향으로 은은한 고소함을 줍니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/333_beer.png
하노이 프리미엄,Hanoi Premium,Beer,베트남,4.9%,"라거타입이지만 무게감 있는 맥주로 가벼운 목넘김과 함께 묵직하고 터프한 뒷맛이 오래 남습니다. 

지난 16년 오바마 전미 대통령이 베트남 내한 당시 서민 식당을 찾아 이른바 ‘분짜외교’로 화제를 모았습니다, 당시 분짜와 함께 마신 맥주가 바로 <하노이프리미엄> 대통령이 선택한 베트남의 유명맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hanoi_beer.png
앙코르Beer,Angkor,Beer,캄보디아,5%,"벨기에 “몽드 셀렉션” 2회 수상하며 품질과 맛이 보장된 캄보디아의 국민맥주 입니다.
풍부한 홉의 향과 밝은 골드칼라를 가지고 있으며 홉에 쌉쌉함이 풍부하게 느껴지며 부드러운 목넘김이 즐거움을 주는 맛을 가지고 있습니다. 링크라우 방식으로 개봉이 편리합니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/angkor.png
제주 슬라이스,Jeju Slice,Beer,한국,4.1%,"제주 슬라이스는 패션 프루트를 넣어 과일의 상큼한 향과 맛이 풍부하며 부드럽고 가벼운 질감이 특징인 에일입니다.
기분 좋은 탄산감까지 더해져 언제나 경쾌하게 즐길 수 있습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jeju_slice.png
사무엘스미스 오가닉 아프리콧 프룻비어,Samuel Smith's Organic Apricot Fruit Beer,Beer,영국,5.1%,"Handcrafted at the tiny All Saints Brewery set in a time warp in Stamford using the old manually operated brewing equipment. Finest organically grown barley and wheat are used to create a  complex ale which, having undergone primary and secondary fermentation with different yeasts and extended maturation, is taken to Samuel Smith’s small, independent British brewery at Tadcaster. There it is blended with pure organic cherry, strawberry, raspberry or apricot fruit juices and more organic 맥주 to create fruit 맥주s of considerable strength and flavour. The smooth distinctive character of the matured 맥주 serves as the perfect counterpoint to the pure organic fruit juice.

Ingredients • water, organic malted barley, organic malted wheat, organic cane sugar, organic apricot concentrate, organic apricot extract, organic hops, yeast, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/organic_apricot.png
사무엘스미스 오가닉 초콜렛 스타우트,Samuel Smith's Organic Chocolate Stout,Beer,영국,5%,"Brewed with well water (the original well, sunk in 1758, is still in use with the hard water is drawn from 85 feet underground), the gently roasted organic chocolate malt and organic cocoa impart a delicious, smooth and creamy character, with inviting deep flavours and a delightful finish – this is the perfect marriage of satisfying stout and luxurious chocolate.

Ingredients; water, organic malted barley, organic cane sugar, yeast, organic hops, organic cocoa extract, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/organic_chocolate_stout.png
사무엘스미스 임페리얼 스타우트,Samuel Smith's Imperial Stout,Beer,영국,7%,"This distinctive type of 맥주 was originally brewed to withstand the abuses of shipping in foul weather to Imperial Russia. It was a favourite of Russian nobility whose taste for the finest food and drink was world famous.
A rich flavourful brew; deep chocolate in colour with a roasted barley nose and flavour that is a complexity of malt, hops, alcohol and yeast. Fermented in ‘stone Yorkshire squares’.

Ingredients • Water, malted barley, roasted malt, cane sugar, yeast, hops.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/samuel_smith_imperial_stout.png
콜센동크 애플 화이트,Corsendonk Apple White,Beer,벨기에,3.1%,"깊고 탁한 금빛, 신선한 맛과 향 부드러운 거품과 풍성한 과일향이 느껴지는 청량감이 아주 좋은 맥주.
알코올향이 느껴지지 않아 술을 잘 못 마시는 분들에게 좋은 맥주.
아주 시원하게 마시면 더욱더 좋은 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/corsendonk.png
콜센동크 파터,Corsendonk Parter Dubbel,Beer,벨기에,6.5%,"진한 몰트향, 부드럽고 매력적인 카라멜 향 진한 목넘김, 깊이 숙성된 세련된 맛.
듀벨과 같은 진한 에일 스타일에 익숙하지 않은 경우, 듀벨 스타일을 처음 경험하기에 아주 좋은 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
제주 거멍 에일,Jeju Geomeong Ale,Beer,한국,4.3%,거멍'은 '검다'라는 의미의 제주 방언입니다. 제주 흑보리와 초콜릿 밀을 사용하여 제주의 여름밤을 떠올리게 하는 경쾌한 흑맥주입니다.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jeju_geomeong_ale.png
제주 펠롱 에일,JEJU PELLONG ALE,Beer,한국,5.5%,펠롱'은 '반짝'이라는 의미의 제주 방언입니다. 다양하고 개성있는 홉을 블렌딩하여 반짝이는 시트러스 향을 느낄 수 있는 제주스러운 페일 에일입니다.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jeju_pellong_ale.png
호가든 보타닉 레몬그라스 & 시트러스 제스트,Hoegaarden Botanic Lemongrass & Citrus Zest,Beer,한국,2.5%,"봄날의 휴식을 닮은 보타니컬 블랜드
봄날의 싱그러움을 전하고자 탄생한 호가든 보타닉 
벨기에 정통 양조방식에 레몬그라스와 시트러스 제스트 천연 향료가 더해진 산뜻하고 깔끔한 맛의 조화로움을 느껴보세요",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hoegaarden_botanic.png
볼파스엔젤맨 블랑,Volfas Engelman Blanc,Beer,리투아니아,5%,은은한 단 맛과 열대과일향이 느껴지는 가볍고 싱그러운 벨기에식 밀맥주.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/volfas_engelman_blanc.png
호기스 페어 헤븐 사이더,Hoggy's Pear Heaven Cider,Beer,에스토니아,4.5%,"호기스 페어 헤븐 사이더는 순수한 배 즙에서 오는 신성한 향의 사이더 입니다.

Pleasantly sweet and fizzy, it is like a stroll through the greenest of gardens on a warm summer’s night when, if you’re lucky, you might just spy a shy little hedgehog going about its business.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hoggys-pear-heaven.png
호기스 애플 파라다이스 사이더,Hoggy's Apple Paradise Cider,Beer,에스토니아,4.5%,"호기스 애플 파라다이스 사이더는 별도의 설탕을 넣지 않은 천연애플사이더입니다.
사워한 맛때문에 이름 붙여진 이 사이다는 설탕을 추가하지 않아 클래식한 느낌의 약간 드라이한 맛이 납니다.

It will set your mind wandering to warm summer evenings when the garden is overflowing with juicy, ripe apples and a hedgehog scurries about in the bushes.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hoggys-apple-paradise.png
노르디스크 캠핑Beer,Nordisk Camping Beer,Beer,한국,5.3%,"오랜 역사를 가진 덴마크 아웃도어 브랜드 Nordisk 
삶의 질을 향상시킬 자연속에서의 시간 고귀한 자연을 누리세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/nordisk_camping_beer.png
백양 BYC 비엔나 라거,Baekyang BYC Vienna Lager,Beer,한국,5.2%,아버지의 순백 메리야스로 추억되는 백양 BYC가 오비맥주와 만나 양털같이 부드러운 거품과 고소한 향이 가득한 비엔라 라거로 탄생했습니다. 오늘저녁 나를 위한 '행복 한잔' 어떠세요?,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/baekyang_byc_vienna_lager.png
슈퍼스타즈 페일에일,SUPER STARS PALE ALE,Beer,한국,4.7%,"슈퍼스타즈 쌉쌀함을 즐겨라 
쓰디쓴 패배의 맛을 18번이나 보고도 다시 또 도전한 불굴의 레전드 슈퍼스타즈의 스피릿을 담아낸 맥주, 페일에일의 쌉쌀함과 오렌지 필의 향긋함으로 인생의 참 맛을 즐겨라",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/super_stars_pale_ale.png
SSG랜더스라거,SSG LANDERS LAGER,Beer,한국,4.5%,"SSG랜더스 라거는 플레이그라운드 브루어리와 이마트24가 힘을 합쳐 프로 야구 클럽 SSG랜더스를 모티브로 재해석한 맥주입니다. ""짜릿하게 적셔버려"" 라는 문구처럼 라거 특유의 시원한 청량감에 홉이 선사하는 화사한 열대 과일향이 특징이며, 야구를 볼 때도 가볍게 마실 수 있는 도수로 제작된 맥주입니다. 페일 라거 타입으로 가볍지만, 짜릿하고 시원한 맛을 강조해서 언제 어디서든, 무엇과도 함께 할 수 있는 맥주로 탄생했습니다! 시원한 SSG랜더스 라거와 속시원한 야구 경기로 시원한 여름 나시길 기원합니다!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/ssg_landers_lager.png
젠틀맨 라거,Gentleman Lager,Beer,한국,7.6%,"젠틀맨 라거는 체코 필스너 스타일을 한국적으로 재해석한 맥주입니다.
깔끔한 맛과 부드러운 목넘김을 자랑하며 홉의 향과 맛의 깊이를 더했습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/gentleman_lager.png
에그슬럿 라거,Eggslut Lager,Beer,한국,4.3%,에그슬럿 x 국맨브루어리의 특별 컬래버레이션! 에그슬럿 메뉴와 최상의 페어링을 이루는 언필터드 크래프트 페일 라거,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/eggslut_lager.png
진라거,JIN LAGER,Beer,한국,5.2%,"진라거는 독일산 스페셜 몰트의 진하고 달콤한 맛과 함께, 노블홉의 은은한 향이 조화로운 어메이징 x 오뚜기의 스페셜 몰트 라거

독일산 스페셜 몰트를 사용해 진한 몰트의 맛과 향을 살린 라거 맥주다. 착향료와 감미료를 사용하지 않아 순수하고 진한 맥주의 맛과 향이 난다. 독일산 스페셜 몰트의 카라멜, 빵과 같은 고소한 맛과 향이 나면서도 라거 특유의 라이트한 바디감으로 음용성이 좋다. 독일산 노블 홉의 은은한 꽃과 허브의 향을 느낄 수 있다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jin_lager_YgdSsqU.png
치얼스,CHI-EERS!,Beer,한국,4.3%,"지금까지 이런 치맥은 없었다-
오진 치맥을 위해 탄생한 페어링 맥주. 치킨 먹을 때마다 생각난다는 마성의 맥주.

가장 완벽한 치맥의 순간을 위해 치맥의 원조 BBQ와 제주맥주가 만났습니다. 열대 과일의 상큼한 맛이 치킨의 고소함과 어우러져 입안 가득 황홀한 순간을 선사하는 치얼스. 오늘도 수고한 나에게 치얼스로 완벽한 하루를 선물하세요.

퇴근 후 소고한 나를 위해 치얼스!
완벽한 치맥의 순간을 위해 치얼스!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/chi_eers.png
말표 청포도 에일,Malpyo Green grape,Beer,한국,4%,입안 가득 퍼지는 산뜻한 청포도의 풍미가 시원하게 느껴지는 에일맥주,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/malpyo_green_grape.png
호가든 포멜로,Hoegaarden pomelo,Beer,벨기에,3%,"호가든 포멜로는 여름날의 여유로운 휴식을 꿈꾸며 시트러스 과일에 대한 사랑을 담아 만들어졌습니다.
벨기에 정통 양조방식으로 만들어진 이 프리미엄 블렌드는 포멜로의 상큼한 맛과 호가든 밀맥주의 산뜻함이 조화를 이루며, 여름날의 휴식을 더욱 여유롭게 만들어 줍니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hoegaarden_pomelo.png
오늘,오늘,Beer,한국,4.7%,"오렌지 필과 코리엔더 씨앗이 맥주의 달콤한 아로마와 풍미를 극대화, 마시기 전부터 달콤한 오렌지 아로마가 후각을 자극하고, 가벼운 바디와 청량한 탄산감으로 어느 누구나 편하게 마실 수 있는 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/oneul.png
미스터문 애플사이더,Mister Moon Apple Cider,Beer,포르투갈,4.5%,풍부한 사과향이 느껴지는 애플사이다.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/mister_moon_apple_cider.png
구스아일랜드 소피,Goose Island Sofie,Beer,미국,6.5%,"전반적으로 은은한 오렌지 향이 느껴지고, 끝 맛에서는 부드러운 바닐라 향이 더해져 훌륭한 밸런스를 완성합니다. Sofie는 새콤하고 드라이한 벨기에 스타일의 팜하우스 스파클링 엘리로, Wine 배럴에서 오렌지 껍질과 함께 숙성시켜 깊은 풍미를 느낄 수 있습니다. 특히 샴페인 애호가라면, Sofie의 신선하고 부드러운 바닐라 피니시를 더욱 선호할 것입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/goose_island_sofie.png
린데만스 빼슈레제,Lindemans Pecheresse,Beer,벨기에,2.5%,"린데만스 빼슈레제는 풍성한 과일의 풍미에 람빅 특유의 쌉쌀함과 달콤한 복숭아가 완벽한 밸런스를 이루고 있다. 복숭아 과즙이 절반 가까이 들어간 람빅으로, 진한 복숭아의 풍미를 느낄 수 있는 가장 완벽한 식전주로 자부한다.
하루 중 언제 마셔도 즐겁지만, 햇볕이 잘 드는 테라스에서 사랑하는 연인과 함께 즐기기에 제격이다. 디저트와 가장 잘 어울리는 맥주가 아니라 그 자체가 디저이트이다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/lindemans_pecheresse.png
린데만스 크릭,Lindemans Kriek,Beer,벨기에,3.5%,"린데만스 크릭은 1년동안 참나무로 숙성하여 체리의 달콤함을 극대화하였으며, 신선한 체리의 맛에 신맛과 단맛의 절묘한 조화가 돋보인다.
달콤하고 향기로운 과일의 맛은 전 세계 람빅 애호가들에게 혁신적인 맛을 선사하였다.
1970년대 크릭꾸베를 미국으로 수출하면서, 운송 중 파도의 흔들림으로 발효를 활성화시켜 코르크 마개가 튀어 오르게 하는 문제점을 해결하기 위해 지금의 크릭을 대안으로 양조하게 된 것이다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/lindemans_kriek.png
한옥마을 에일,HANOK VILLAGE ALE,Beer,미국,4.5%,"한옥마을 에일은 독일의 정통 방식과 한국의 전통을 이어받아 '우리 것'에 대한 소중함을 지키고자 탄생되었으며, 국내산 쌀을 더해 한국의 맛과 정체성을 받았습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/hanok_village_ale.png
라온 위트 에일,Raon Wheat Ale,Beer,한국,5.2%,"라온은 '즐거움'이란 의미의 순우리말 입니다. 달콤한 바나나향, 부드러운 거품과 정향의 풍미를 즐겨보세요!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/raon_wheat_ale.png
린데만스 프랑부아즈,Lindemans Framboise,Beer,벨기에,2.5%,"린데만스 프랑부아즈는 람빅에 천연 라즈베리 과즙을 더하여 1년동안 참나무로 숙성한다.
어두운 분홍 빛 위에 살며시 핑크 빛을 띤 거품이 얹어져 있으며, 그것은 특별한 감동으로 다가온다.
진한 라즈베리의 달콤함과 어우러진 람빅맥주의 특징인 새콤함은 식전주로 더할 나위 없다.
천연 라즈베리 과즙은 섬세한 과일 향과 아름다운 핑크 빛을 만들어 줍니다. 파워풀한 라즈베리의 풍미는 에피타이저는 물론 요리에도 응용할 수 있다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/lindemans_framboise.png
커피 골든 에일,Coffe Golden Ale,Beer,한국,5%,"새로운 미식 문화를 위해 탄생한 스페셜티 비어 블루보틀의 콜드 브루잉과 유사한 양조 방식인 드라이 호핑 기법을 사용하여 커피의 아로마를 더한 황금빛 골든 에일로,
블루보틀의 대표 블렌드인 ‘쓰리 아프리카스’와 황금빛 맥아, 그리고 시트라 홉의 섬세한 조화로 만들어진 밝은 풍미의 맥주로, 커피 골든 에일의 프루티한 향과 은은한 커피의 여운을 즐겨보세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/coffe_golden_ale.png
제주맥주 배럴 시리즈: 블루보틀 커피에디션,Jeju Beer Barrel Series: Blue Bottle Coffe Edition,Beer,한국,13.5%,"맛있는 커피로 세상을 연결하는 블루보틀과 높은 퀄리티의 다양한 맥주를 만드는 제주맥주가 만나 시간과 노력으로 빚어낸 프리미엄 배럴 숙성 맥주를 선보입니다. 제주맥주 배럴 시리즈 블루보틀 커피 에디션은 블루보틀 대표 블렌드인 '벨라 도노반'의 초콜릿, 라즈베리 향미와 버번 배럴, 로스팅 몰트에서 오는 묵직한 아로마가 조화롭게 어우러지며 섬세하고 복합적인 풍미를 만들어 냅니다. 시간, 노력 그리고 커피의 조화를 경험해 보세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jeju_beer_barrel_series.png
불닭맥주,Buldak Beer,Beer,한국,5.8%,불닭볶음면과 궁합이 좋은 달달하고 상큼한 망고에일,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/buldak_beer.png
2080 이공팔공맥주,2080 Beer,Beer,한국,4.5%,오렌지 껍질과 고수 씨앗을 첨가하여 풍부한 맛과 향의 조화가 뛰어난 화이트 밀맥주,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/2080beer.png
Y블랙 IPL,Y Black IPL,Beer,한국,4.7%,Y X 핸드앤몰트가 신진 아티스트와 함께 Y의 빛나는 가능성을 발굴합니다. 산뜻한 과일향과 상큼한 시트러스향이 어우러진 블랙 인디언 페일 라거의 반전 매력에 빠져보세요!,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/y_black_ipl.png
리터구츠 고제 오리지널,Ritterguts Gose Original,Beer,독일,4.7%,"괴테의 도시 라이프치히의 전통맥주인 고제는 염분이 많이 포함되어 있던 고제강의 물을 사용하여 짠맛과 젖산균발효에서 유래한 신맛을 가지고 있는 것이 특징입니다.
여기에 고수씨앗을 첨가해 맛과 풍미를 더한 개성있는 맥주입니다.
미국의 크래프트 양조장에서 다양한 스타일로 모방되고 있으나 한국에 수입되는 오리지널 고제맥주는 리터구츠 한 종류 뿐입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/original_ritterguts_gose.png
KFC 칰,KFC Chick,Beer,한국,4.5%,"칙~~은 캔맥주를 딸 때 나는 시원한 소리와 맛난 치킨을 센스있게 줄여 부르는 소리입니다.

글로벌 치킨 브랜드 KFC와 수제맥주 전문 브랜드 카브루가 만나 찾아낸 치킨맛을 최상으로 올려주는 오렌지와 골든에일의 황금비율을 즐겨보세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kfc_chick.png
대니쉬 비(어)키퍼스 세종,Danish Bee(r) keepers Saison,Beer,한국,6.5%,"여름 야생화 생꿀과 당근, 생강, 레몬그라스 블렌드 티와 덴마크 유기농 꿀을 대량 투입하여 화사하고 스파이시하면서도 상큼한 캐릭터의 세종",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/danish_beerkeepers_saison.png
초코 로코 포터,Choco Loco Porter,Beer,한국,6.6%,기존 로버스트 포터보다 훨씬 많은 카카오닙스와 바닐라를 투입하여 보다 깊고 진한 초콜릿의 풍미를 느낄 수 있는 포터,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/cholo_loco_porter_30Yrhxd.png
구스아일랜드 마틸다,Goose Matilda,Beer,미국,7%,"금빛 일출의 컬러와 더불어 말린 과일과 정향의 향을 가진 Matilda는 매콤한 효모의 풍미와 만족스러운 드라이 피니쉬를 선보입니다.
전설에 따르면, 마틸다 백작부인이 세운 수도원에서 수도사들이 수세기 동안이나 독특한 에일 맥주를 양조해 왔다고 합니다.
벨기에에 머무는 동안 이 전설의 수도원과 수도사들의 맥주에 영감을 받은 구스 아일랜드 팀은 시카고로 돌아와 존경의 마음을 담은 벨기에식 페일 에일 Matilda를 만들게 됐습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/matilda.png
구스아일랜드 줄리엣,Goose Juliet,Beer,미국,7.1%,"Juliet은 야생효모를 사용하여 발효시킨 후 블랙베리와 함께 와인 배럴에서 숙성시켰습니다.
새콤하면서도 달콤한 과일 향 또한 느껴지는, 다양한 맛을 느낄 수 있는 에일 맥주입니다.
피노 누아 와인 애호가와 벨기에 사워 에일을 즐겨 드시는 분들에게 특히 추천하는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/juliet.png
구스아일랜드 롤리타,Goose Lolita,Beer,미국,7.5%,"Lolita는 분홍장미 빛을 띈 벨기에 스타일 페일 에일 맥주입니다.
야생 효모를 사용하여 발효시킨 후 라즈베리와 함께 와인 배럴에서 숙성시켰습니다.
청량한 바디감과 라즈베리 향은 물론, 과일 잼의 풍미 또한 은은하게 느낄 수 있습니다.
벨기에 블랑부아즈 또는 람빅과 같이 과일향이 풍부한 맥주를 즐기는 사람들에게 특히 추천하는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/lolita.png
버번카운티 브랜드 스타우트 2017,Bourbon County Brand Stout 2017,Beer,미국,14.1%,"2017년 버번카운티의 첫 만남은 강렬한 커피, 다크초콜렛, 바닐라, 오크, 파인, 리커리쉬, 당밀의 향 그리고 스모키향입니다.
한모금을 마셨을 때에는 묵직한 질감, 그리고 리치한 맛으로 단숨에 사로 잡는 맛입니다.

구스아일랜드가 업계 최초로 배럴에이징을 시도하고 센세이션을 일으킨 맥주입니다.
임페리얼 스타우트를 양조한 후, 버번카운티 배럴에서 12개월동안 다시 숙성 시켰습니다.
무더운 여름과 혹독한 겨울로 유명한 시카고의 날씨에서 버번배럴이 수축과 팽창을 거듭하며 임페리얼 스타우트에 버번카운티 위스키와 오크배럴의 풍미를 입혔습니다.
1년에 단 한번, 블랙프라이데이에만 출시되는 한정판 제품으로 병입 발효가 진행되어 출시 연도에 따라 각기 다른 풍미를 즐길 수 있는 희소한 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/bourbon2017.png
구스아일랜드 질리안,Goose Gillian,Beer,미국,7.5%,"구스아일랜드의 한 양조사가 그의 부인이 종종 간식으로 만들어 준 아뮤즈부쉬에서 영감을 받아, 딸기, 백후추 그리고 꿀의 적절한 조화를 느낄 수 있도록 Gillian을 만들었습니다.
맥주 일부를 와인베럴에서 숙성시킨, 새콤하면서도 기분 좋은 달콤함을 느낄 수 있는 벨기에 스타일 팜하우스 에일입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/gillian.png
구스아일랜드 할리아,Goose Halia,Beer,미국,7.5%,"Halia는 와인 배럴에서 복숭아와 함께 숙성된 팜하우스 에일입니다.
하와이어로 “소중한 사람의 죽음을 기리다” 라는 뜻을 지닌 이 맥주는, 복숭아를 좋아했던 소중한 친구를 기리며 만든 맥주입니다.
은은한 과일 향과 부드러운 바디감은 복숭아의 새콤하면서도 달콤한 맛으로 피니시를 이룹니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/halia.png
크래머리 필스너,Kraemerlee Pilsner,Beer,한국,4.7%,청량감과 깔끔한 맥아의 진항 풍미가 매력인 필스너. 쌉살함과 고급스런 아로마가 개운하면서도 고소한 피니쉬를 선사. 크래머리 대표 라거,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_pilsner.png
크래머리 라거,Kraemerlee Lager,Beer,한국,4.7%,보리의 구수한 풍미와 깔끔하면서도 부드러운 목 넘김이 특징. 필스너보다 고소하고 에일보다 가벼운 맥주. 첫잔으로 부담 없이 먹기 좋은 맥주,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_lager.png
크래머리 바이젠,Kraemerlee Weizen,Beer,한국,5%,풍부한 과일향이 입안 가득 퍼지는 독일 바이에른 스타일의 오리지널 밀맥주. 독일 현지만큼이나 맛있는 바이젠을 먹고 싶다면 강추,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_weizen.png
크래머리 바이젠복,Kraemerlee Weizen Bock,Beer,한국,7%,"바이젠 특유의 부드러우면서도 다양한 아로마를 함유하고 있으며, 오랜 숙성기간을 통해 높은 알코올 함량과 풍부한 바디감을 동시에 느낄 수 있는 복(BOCK) 스타일 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_weizen_bock.png
크래머리 IPA,Kraemerlee IPA,Beer,한국,5%,은은한 달콤함이 느껴지는 몰트의 바디감과 상큼한 홉의 아로마가 잘 조화된 IPA. 홉의 특징이 부각된 미국식 IPA와 비교되는 홉의 밸란스가 매력적인 유럽식 IPA,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_ipa.png
크래머리 페일에일,Kraemerlee Pale Ale,Beer,한국,6.5%,풀내음 베이스에 살짝 쌉쌀하고 상큼한 과일향이 기분 좋게 퍼지는 아메리칸스타일 페일에일. 홉의 시트러스한 매력을 한껏 느껴볼 수 있는 맥주.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_pale_ale.png
크래머리 스타우트,Kraemerlee Stout,Beer,한국,6%,초콜릿과 커피의 향이 은은하게 느껴지는 가장 베이직한 흑맥주로 스타우트의 정석을 맛볼 수 있는 크래머리 대표 스타우트,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_stout.png
크래머리 임페리얼 스타우트,Kraemerlee Imperial Stout,Beer,한국,11%,"스페셜 몰트에서 느껴지는 커피, 카카오, 넛츠의 풍미가 고소하면서도 달달하게 느껴지는, 한 모금에도 기분이 자동 상승되는 임페리얼 스타우트입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kraemerlee_imperial_stout.png
사우어가이스트 오렌지,Sourgeist Orange,Beer,한국,7%,"오렌지 과즙의 상큼함과 함께 들어간 레몬의 새콤함,
프루티한 아로마가 매력적인 베를리너바이세.
태양빛을 닮은 오렌지 컬러가 에너지를 주는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/sourgeist_orange.png
사우어가이스트 라즈베리,Sourgeist Raspberry,Beer,한국,7%,"라즈베리 과즙의 상큼함과 새콤함,
프루티한 아로마가 매력적인 베를리너바이세.
러블리한 레드코랄 컬러가 오감을 자극하는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/sourgeist_raspeberry.png
사우어가이스트 에이프리컷,Sourgeist Apricot,Beer,한국,7%,"살구 과즙의 상큼함과 달콤함,
프루티한 아로마가 매력적인 베를리너바이세.
나른한듯한 피치 컬러가 마음의 여유를 선사하는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/sourgeist_apricot.png
